Provider,DeductibleAmtPaid_mean,DeductibleAmtPaid_max,NoOfMonths_PartACov_mean,NoOfMonths_PartBCov_mean,OPAnnualReimbursementAmt_mean,OPAnnualReimbursementAmt_max,OPAnnualReimbursementAmt_sum,OPAnnualDeductibleAmt_mean,OPAnnualDeductibleAmt_max,OPAnnualDeductibleAmt_sum,ClaimCounts,Gender,ClaimPeriod,RaceOneFrac,MajorRace,RenalDiseaseIndicator,Age,uniqBeneCount,ClmsperBene,TotalInscClaimAmtReimbursed,MeanInscClaimAmtReimbursed,MaxInscClaimAmtReimbursed,uniqATPhysnCount,ClmsperATPhysn,uniqOPPhysnCount,ClmsperOPPhysn,uniqOTPhysnCount,ClmsperOTPhysn,InClmsPct,StateCount_Uniq,MajorState,CountyCount_Uniq,MajorCounty,TotalIPAnnualReimbursementAmt,MeanIPAnnualReimbursementAmt,MaxIPAnnualReimbursementAmt,TotalIPAnnualDeductibleAmtdf,MeanIPAnnualDeductibleAmt,MaxIPAnnualDeductibleAmt,MaxHospitalDays,MedianHospitalDays,MeanHospitalDays,Chronic_Alzheimer_Frac,Chronic_Heartfailure_Frac,Chronic_KidneyDisease_Frac,Chronic_Cancer_Frac,Chronic_ObstrPulmonary_Frac,Chronic_Depression_Frac,Chronic_Diabetes_Frac,Chronic_IschemicHeart_Frac,Chronic_Osteoporasis_Frac,Chronic_rheumatoidarthritis_Frac,Chronic_stroke_Frac,Deceased_Frac,PotentialFraud
PRV54131,0.4166666666666667,10.0,12.0,12.0,1144.1666666666667,5640,27460,473.3333333333333,1400,11360,24,0.458,1.292,1.0,1,0.292,75.0,12,2.0,4010,167.08333333333334,1100,3,8.0,3,8.0,3,8.0,0.0,1,24,5,860,4000,166.66666666666666,4000,2136,89.0,1068,0.0,0.0,0.0,0.2083333333333333,0.3333333333333333,0.2916666666666667,0.0833333333333333,0.625,0.625,0.625,0.625,0.3333333333333333,0.25,0.0833333333333333,0.0,0
PRV54059,1068.0,1068.0,12.0,12.0,3234.4444444444443,43330,58220,827.2222222222222,9180,14890,18,0.389,6.5,0.833,1,0.222,71.5,18,1.0,172000,9555.555555555557,45000,4,4.5,5,3.6,2,9.0,1.0,1,23,4,810,266050,14780.555555555557,45300,29236,1624.2222222222222,3604,31.0,4.0,6.5,0.3333333333333333,0.6111111111111112,0.7222222222222222,0.2222222222222222,0.3888888888888889,0.3888888888888889,0.8333333333333334,0.8333333333333334,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.0,0
PRV54317,1.6,40.0,12.0,12.0,3178.0,8700,79450,678.4,1910,16960,25,0.48,1.88,0.8,1,0.2,69.0,22,1.1363636363636365,3650,146.0,600,1,25.0,1,25.0,1,25.0,0.0,2,25,2,560,42600,1704.0,15300,6408,256.32,2136,0.0,0.0,0.0,0.44,0.76,0.48,0.28,0.32,0.6,0.84,0.64,0.44,0.16,0.12,0.04,0
PRV57056,0.0,0.0,12.0,12.0,1890.0,4230,18900,463.0,1880,4630,10,0.4,1.0,0.6,1,0.4,78.5,10,1.0,1250,125.0,400,1,10.0,1,10.0,0,-99.0,0.0,1,45,2,944,22090,2209.0,9090,4272,427.2,2136,0.0,0.0,0.0,0.6,0.5,0.6,0.3,0.4,0.5,0.6,0.7,0.2,0.2,0.1,0.0,0
PRV57707,0.0,0.0,12.0,12.0,2810.0,5230,5620,435.0,770,870,2,0.5,1.0,1.0,1,0.0,74.0,2,1.0,70,35.0,70,2,1.0,0,-99.0,2,1.0,0.0,1,45,1,610,17400,8700.0,17400,3204,1602.0,3204,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0
PRV54906,388.3636363636364,1068.0,12.0,12.0,2218.181818181818,20230,48800,634.0909090909091,4680,13950,22,0.5,5.045,0.727,1,0.136,74.0,22,1.0,127150,5779.545454545455,57000,14,1.5714285714285714,5,4.4,4,5.5,0.3636363636363636,1,33,6,800,147630,6710.454545454545,60520,13884,631.0909090909091,2136,15.0,0.0,2.772727272727273,0.5,0.6363636363636364,0.3181818181818182,0.2272727272727272,0.3181818181818182,0.5,0.9090909090909092,0.7727272727272727,0.3636363636363636,0.3181818181818182,0.0909090909090909,0.0454545454545454,0
PRV51889,0.0,0.0,12.0,12.0,240.0,240,960,150.0,150,600,4,0.0,1.0,1.0,1,0.0,77.0,1,4.0,170,42.5,100,2,2.0,0,-99.0,0,-99.0,0.0,1,6,1,510,33280,8320.0,8320,8544,2136.0,2136,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
PRV55945,0.0,0.0,12.0,12.0,2124.5,12200,42490,883.0,4100,17660,20,0.65,2.7,1.0,1,0.1,78.5,19,1.0526315789473684,5050,252.5,2200,10,2.0,4,5.0,6,3.333333333333333,0.0,3,39,7,690,40600,2030.0,26000,6340,317.0,3136,0.0,0.0,0.0,0.4,0.65,0.35,0.15,0.3,0.65,0.8,0.6,0.25,0.25,0.05,0.05,0
PRV57758,0.0,0.0,12.0,12.0,2570.0,4340,5140,500.0,570,1000,2,0.5,21.0,0.5,1,0.0,64.0,2,1.0,110,55.0,100,1,2.0,0,-99.0,0,-99.0,0.0,1,45,1,260,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0
PRV52686,0.0,0.0,12.0,12.0,2471.111111111112,4260,22240,574.4444444444445,980,5170,9,0.889,5.444,1.0,1,0.0,77.0,8,1.125,1120,124.44444444444444,200,4,2.25,2,4.5,2,4.5,0.0,2,16,3,988,20000,2222.222222222222,10000,2136,237.3333333333333,1068,0.0,0.0,0.0,0.5555555555555556,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.5555555555555556,0.5555555555555556,1.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,0
PRV51477,0.0,0.0,11.045454545454543,11.454545454545457,1855.0,9010,40810,385.0,1660,8470,22,0.455,2.591,0.864,1,0.091,74.5,22,1.0,9940,451.8181818181818,3300,11,2.0,2,11.0,7,3.142857142857143,0.0,3,54,4,999,80290,3649.545454545456,57040,6408,291.27272727272725,2136,0.0,0.0,0.0,0.2727272727272727,0.5909090909090909,0.2727272727272727,0.1818181818181818,0.1363636363636363,0.3636363636363636,0.6363636363636364,0.4545454545454545,0.5454545454545454,0.2272727272727272,0.0909090909090909,0.0454545454545454,0
PRV52399,2.6497695852534564,200.0,11.91705069124424,11.930875576036868,2098.8018433179723,30730,910880,604.0783410138249,8180,262170,434,0.422,1.544,0.767,1,0.2,72.0,277,1.5667870036101084,118800,273.7327188940092,3300,6,72.33333333333333,5,86.8,5,86.8,0.0,2,30,12,930,2066190,4760.806451612903,102800,262172,604.0829493087558,25136,0.0,0.0,0.0,0.3410138248847926,0.619815668202765,0.3387096774193548,0.1658986175115207,0.2995391705069124,0.4285714285714285,0.7350230414746544,0.7626728110599078,0.3433179723502304,0.2764976958525346,0.0967741935483871,0.0023041474654377,0
PRV51990,1.797752808988764,70.0,12.0,12.0,1187.865168539326,3190,105720,496.17977528089887,1770,44160,89,0.562,1.64,0.888,1,0.09,73.0,49,1.816326530612245,18690,210.0,2200,4,22.25,3,29.666666666666668,4,22.25,0.0,1,8,3,20,180780,2031.23595505618,25400,22156,248.9438202247191,5068,0.0,0.0,0.0,0.5280898876404494,0.5168539325842697,0.2696629213483146,0.1797752808988764,0.2247191011235955,0.348314606741573,0.5056179775280899,0.6741573033707865,0.2696629213483146,0.2022471910112359,0.0674157303370786,0.0112359550561797,0
PRV54578,5.064935064935065,100.0,12.0,11.87012987012987,1569.6103896103896,4880,120860,468.57142857142856,3240,36080,77,0.273,1.519,0.935,1,0.299,74.0,37,2.081081081081081,24130,313.3766233766234,3000,27,2.851851851851852,11,7.0,21,3.6666666666666665,0.0,2,28,5,770,77620,1008.051948051948,9040,23496,305.1428571428572,2136,0.0,0.0,0.0,0.2857142857142857,0.4675324675324675,0.5974025974025974,0.0779220779220779,0.2337662337662337,0.4415584415584415,0.8051948051948052,0.7272727272727273,0.3376623376623376,0.3896103896103896,0.1558441558441558,0.0129870129870129,0
PRV51391,74.35227272727273,1068.0,11.728813559322036,11.994350282485875,2349.6610169491523,25900,415890,749.54802259887,8810,132670,177,0.339,2.452,0.701,1,0.22,75.0,166,1.0662650602409638,144400,815.819209039548,17300,70,2.5285714285714285,32,5.53125,37,4.783783783783784,0.0734463276836158,4,54,23,999,799980,4519.661016949152,57160,96304,544.090395480226,9068,14.0,0.0,0.4971751412429379,0.4124293785310734,0.5988700564971752,0.3954802259887006,0.1242937853107344,0.2542372881355932,0.4406779661016949,0.6779661016949152,0.7344632768361582,0.4124293785310734,0.3050847457627119,0.0790960451977401,0.0056497175141242,0
PRV56556,93.07045454545457,1068.0,11.986363636363636,11.979545454545455,2244.443181818182,20050,1975110,538.875,4550,474210,880,0.415,2.688,0.851,1,0.214,74.0,384,2.2916666666666665,852530,968.7840909090908,32000,12,73.33333333333333,12,73.33333333333333,1,880.0,0.084090909090909,4,45,50,980,4336810,4928.193181818182,93000,542960,617.0,19136,34.0,0.0,0.5352272727272728,0.4113636363636364,0.6125,0.4465909090909091,0.1988636363636363,0.3443181818181818,0.4863636363636364,0.7159090909090909,0.775,0.3647727272727272,0.3215909090909091,0.0943181818181818,0.0045454545454545,0
PRV55093,8.421052631578947,90.0,12.0,12.0,1388.9473684210527,3460,26390,548.9473684210526,1540,10430,19,0.158,2.263,0.842,1,0.105,77.0,18,1.0555555555555556,3380,177.89473684210526,1000,2,9.5,1,19.0,2,9.5,0.0,1,33,1,420,93020,4895.789473684211,29000,9612,505.89473684210526,4272,0.0,0.0,0.0,0.5789473684210527,0.631578947368421,0.4210526315789473,0.0526315789473684,0.2631578947368421,0.2631578947368421,0.5789473684210527,0.6842105263157895,0.4736842105263157,0.3157894736842105,0.0,0.0526315789473684,0
PRV51205,7.0,70.0,12.0,12.0,3035.0,17080,30350,1051.0,5270,10510,10,0.5,3.0,0.9,1,0.2,76.5,10,1.0,4660,466.0,3300,6,1.6666666666666667,2,5.0,1,10.0,0.0,2,54,5,120,40000,4000.0,21000,4272,427.2,2136,0.0,0.0,0.0,0.3,0.4,0.5,0.3,0.4,0.3,0.6,0.6,0.5,0.4,0.0,0.0,0
PRV55612,0.0,0.0,12.0,12.0,1680.0,1680,1680,240.0,240,240,1,0.0,1.0,1.0,1,0.0,80.0,1,1.0,800,800.0,800,1,1.0,0,-99.0,0,-99.0,0.0,1,36,1,80,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
PRV52924,246.46153846153845,1068.0,12.0,12.0,1347.6923076923076,6150,17520,458.46153846153845,1510,5960,13,0.154,1.769,0.923,1,0.231,73.0,11,1.181818181818182,38730,2979.230769230769,18000,10,1.3,1,13.0,4,3.25,0.2307692307692307,1,15,4,490,228430,17571.53846153846,45000,11748,903.6923076923076,1068,7.0,0.0,1.0,0.5384615384615384,0.6923076923076923,0.6153846153846154,0.0769230769230769,0.1538461538461538,0.3076923076923077,0.6923076923076923,1.0,0.3076923076923077,0.1538461538461538,0.3076923076923077,0.0,0
PRV53154,2.6923076923076925,100.0,12.0,12.0,2761.730769230769,7320,143610,924.2307692307692,2210,48060,52,0.135,3.346,1.0,1,0.327,81.0,15,3.466666666666667,23670,455.1923076923077,3300,4,13.0,3,17.333333333333332,3,17.333333333333332,0.0,1,17,3,860,203090,3905.576923076923,48030,10680,205.3846153846154,2136,0.0,0.0,0.0,0.2884615384615384,0.6538461538461539,0.4038461538461538,0.2884615384615384,0.5576923076923077,0.6923076923076923,0.7307692307692307,0.6923076923076923,0.5192307692307693,0.0576923076923076,0.0,0.0192307692307692,0
PRV56583,578.5,1068.0,12.0,12.0,1697.0833333333333,6790,40730,505.0,2270,12120,24,0.417,4.042,0.792,1,0.167,74.0,24,1.0,109070,4544.583333333333,23000,22,1.0909090909090908,10,2.4,4,6.0,0.5416666666666666,4,54,11,999,157350,6556.25,36150,23496,979.0,3204,17.0,2.0,2.7916666666666665,0.375,0.7083333333333334,0.4583333333333333,0.25,0.2916666666666667,0.5416666666666666,0.75,0.875,0.3333333333333333,0.25,0.125,0.0,0
PRV51999,0.0,0.0,12.0,12.0,852.9411764705883,2390,14500,401.7647058823529,1420,6830,17,0.353,1.059,0.824,1,0.118,75.0,17,1.0,2660,156.47058823529412,800,3,5.666666666666667,1,17.0,2,8.5,0.0,1,8,2,20,13900,817.6470588235294,13000,2136,125.6470588235294,1068,0.0,0.0,0.0,0.4117647058823529,0.3529411764705882,0.3529411764705882,0.1176470588235294,0.1764705882352941,0.2941176470588235,0.7647058823529411,0.7058823529411765,0.2941176470588235,0.3529411764705882,0.0,0.0,0
PRV57423,6.808510638297872,100.0,12.0,12.0,2067.446808510638,5300,97170,465.74468085106383,1930,21890,47,0.34,4.511,0.957,1,0.128,75.0,41,1.146341463414634,21380,454.8936170212766,3300,21,2.238095238095238,10,4.7,8,5.875,0.0,1,51,10,530,153210,3259.7872340425533,60300,17088,363.5744680851064,2136,0.0,0.0,0.0,0.425531914893617,0.5106382978723404,0.2978723404255319,0.0638297872340425,0.2765957446808511,0.4468085106382978,0.6382978723404256,0.7446808510638298,0.2978723404255319,0.2340425531914893,0.1276595744680851,0.0,0
PRV51765,0.0,0.0,12.0,11.142857142857142,1613.571428571429,5240,22590,618.5714285714286,1650,8660,14,0.286,1.071,0.714,1,0.214,72.5,14,1.0,2870,205.0,1700,2,7.0,1,14.0,2,7.0,0.0,1,5,1,470,92560,6611.428571428572,37000,6408,457.7142857142857,2136,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.3571428571428571,0.0,0.2142857142857142,0.2857142857142857,0.7857142857142857,0.7142857142857143,0.2142857142857142,0.2857142857142857,0.0714285714285714,0.0,0
PRV53429,39.241379310344826,1068.0,12.0,12.0,2608.2758620689656,15190,75640,683.1034482758621,4110,19810,29,0.379,2.483,0.862,1,0.276,70.0,27,1.0740740740740742,22690,782.4137931034483,16000,15,1.933333333333333,2,14.5,6,4.833333333333333,0.0344827586206896,2,19,7,690,350640,12091.03448275862,94200,32904,1134.6206896551723,5340,5.0,0.0,0.1724137931034483,0.3448275862068966,0.6206896551724138,0.3793103448275862,0.1724137931034483,0.4827586206896552,0.3448275862068966,0.6896551724137931,0.7931034482758621,0.2413793103448276,0.1724137931034483,0.1034482758620689,0.0,0
PRV57692,0.0,0.0,12.0,12.0,1280.0,2290,2560,820.0,1260,1640,2,0.5,1.0,0.5,1,0.0,75.0,2,1.0,450,225.0,400,2,1.0,1,2.0,1,2.0,0.0,1,5,1,330,5000,2500.0,5000,1068,534.0,1068,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0
PRV56002,367.125,1068.0,12.0,12.0,1759.375,8390,56300,508.75,2460,16280,32,0.344,3.719,0.969,1,0.156,75.0,31,1.032258064516129,177810,5556.5625,57000,21,1.5238095238095235,8,4.0,11,2.909090909090909,0.34375,2,39,9,800,254550,7954.6875,58500,24564,767.625,4272,16.0,0.0,2.3125,0.40625,0.59375,0.4375,0.15625,0.375,0.5,0.71875,0.84375,0.21875,0.46875,0.09375,0.0,0
PRV57241,1.694915254237288,100.0,12.0,12.0,3602.542372881356,18730,212550,1006.271186440678,5360,59370,59,0.39,4.915,0.797,1,0.356,73.0,44,1.3409090909090908,26180,443.728813559322,3300,28,2.107142857142857,9,6.555555555555555,16,3.6875,0.0,4,51,10,962,369870,6268.983050847458,60070,37380,633.5593220338983,6408,0.0,0.0,0.0,0.3898305084745763,0.5423728813559322,0.576271186440678,0.1864406779661017,0.4745762711864407,0.3898305084745763,0.7627118644067796,0.8135593220338984,0.5254237288135594,0.3050847457627119,0.0677966101694915,0.0,0
PRV55906,2.857142857142857,60.0,12.0,12.0,1694.2857142857142,6220,35580,624.2857142857143,2200,13110,21,0.429,2.333,0.905,1,0.143,75.0,20,1.05,4130,196.66666666666663,900,14,1.5,3,7.0,8,2.625,0.0,1,39,6,800,63510,3024.285714285714,44500,5340,254.28571428571428,2136,0.0,0.0,0.0,0.3333333333333333,0.7142857142857143,0.1904761904761904,0.0,0.2857142857142857,0.5238095238095238,0.6666666666666666,0.8571428571428571,0.1428571428571428,0.3809523809523809,0.1428571428571428,0.0,0
PRV51517,13.636363636363637,100.0,12.0,12.0,1760.909090909091,3480,19370,598.1818181818181,1850,6580,11,0.273,2.909,0.909,1,0.091,73.0,11,1.0,5990,544.5454545454545,3300,2,5.5,0,-99.0,2,5.5,0.0,1,5,4,660,36680,3334.5454545454545,18600,4272,388.3636363636364,1068,0.0,0.0,0.0,0.5454545454545454,0.7272727272727273,0.2727272727272727,0.0,0.3636363636363636,0.3636363636363636,0.4545454545454545,0.8181818181818182,0.1818181818181818,0.2727272727272727,0.0909090909090909,0.0,0
PRV51213,0.0,0.0,12.0,12.0,1140.0,2190,2280,110.0,200,220,2,0.5,1.0,0.5,1,0.0,73.0,2,1.0,50,25.0,30,2,1.0,1,2.0,0,-99.0,0.0,1,3,1,60,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0
PRV54171,4.583333333333333,100.0,11.666666666666666,12.0,2484.722222222222,8480,178900,518.8888888888889,1850,37360,72,0.375,1.972,0.958,1,0.181,77.0,27,2.6666666666666665,20740,288.05555555555554,3300,4,18.0,4,18.0,3,24.0,0.0,1,24,3,630,462480,6423.333333333333,34000,52332,726.8333333333334,2136,0.0,0.0,0.0,0.1527777777777778,0.6666666666666666,0.4027777777777778,0.2777777777777778,0.4722222222222222,0.5416666666666666,0.6666666666666666,0.6944444444444444,0.3194444444444444,0.2638888888888889,0.1111111111111111,0.0,0
PRV52403,12.11111111111111,1068.0,11.88425925925926,12.0,1752.4537037037037,16100,378530,528.3796296296297,5860,114130,216,0.403,2.602,0.787,1,0.162,69.0,84,2.571428571428572,62760,290.55555555555554,10000,25,8.64,14,15.428571428571429,22,9.818181818181818,0.0092592592592592,3,44,14,812,945940,4379.351851851852,86010,80764,373.9074074074074,3204,5.0,0.0,0.0462962962962962,0.4259259259259259,0.4907407407407407,0.3611111111111111,0.0972222222222222,0.2314814814814814,0.3981481481481481,0.6666666666666666,0.7222222222222222,0.3101851851851852,0.3148148148148148,0.1805555555555555,0.0185185185185185,0
PRV54941,0.0,0.0,12.0,12.0,3066.6666666666665,19480,55200,833.3333333333334,6020,15000,18,0.278,2.889,0.778,1,0.222,74.5,18,1.0,4990,277.22222222222223,2100,11,1.6363636363636365,1,18.0,5,3.6,0.0,1,33,5,700,135380,7521.111111111111,49800,13884,771.3333333333334,3204,0.0,0.0,0.0,0.5,0.5,0.2777777777777778,0.1666666666666666,0.2777777777777778,0.5,0.9444444444444444,0.8888888888888888,0.5,0.4444444444444444,0.1111111111111111,0.0,0
PRV52025,2.436974789915966,100.0,11.949579831932772,11.890756302521009,2402.9411764705883,22320,285950,660.6722689075631,6360,78620,119,0.479,1.874,0.866,1,0.185,73.0,117,1.017094017094017,35190,295.7142857142857,3300,42,2.833333333333333,16,7.4375,20,5.95,0.0,11,39,36,810,465530,3912.016806722689,63000,51764,434.9915966386554,4772,0.0,0.0,0.0,0.3949579831932773,0.6302521008403361,0.4285714285714285,0.1680672268907563,0.2857142857142857,0.4621848739495798,0.7310924369747899,0.7815126050420168,0.3445378151260504,0.3361344537815126,0.0924369747899159,0.0168067226890756,0
PRV56511,4.3478260869565215,100.0,12.0,12.0,2754.3478260869565,7830,63350,871.304347826087,3040,20040,23,0.391,1.913,0.957,1,0.043,75.0,19,1.2105263157894737,6060,263.4782608695652,2400,3,7.666666666666667,1,23.0,3,7.666666666666667,0.0,3,49,3,950,61570,2676.9565217391305,20090,7476,325.0434782608696,2136,0.0,0.0,0.0,0.391304347826087,0.6521739130434783,0.6086956521739131,0.1739130434782608,0.6956521739130435,0.5652173913043478,0.8695652173913043,0.8260869565217391,0.5217391304347826,0.217391304347826,0.0434782608695652,0.0434782608695652,0
PRV56651,0.5633802816901409,40.0,12.0,11.901408450704226,1516.4788732394366,7150,107670,280.28169014084506,1850,19900,71,0.31,1.169,0.831,1,0.239,74.0,38,1.868421052631579,18630,262.3943661971831,6050,13,5.461538461538462,5,14.2,5,14.2,0.0,2,45,7,890,184880,2603.943661971831,36400,24360,343.09859154929575,5340,0.0,0.0,0.0,0.5633802816901409,0.6056338028169014,0.323943661971831,0.0845070422535211,0.3098591549295774,0.5211267605633803,0.6056338028169014,0.8169014084507042,0.352112676056338,0.2816901408450704,0.028169014084507,0.0422535211267605,0
PRV55180,55.06349206349206,1068.0,12.0,12.0,3894.4094488188975,38820,494590,933.5433070866142,8180,118560,127,0.496,2.921,0.803,1,0.291,73.0,112,1.1339285714285714,108440,853.8582677165355,22000,55,2.309090909090909,17,7.470588235294118,26,4.884615384615385,0.0551181102362204,5,54,17,999,734130,5780.5511811023625,49900,77360,609.1338582677165,4272,15.0,0.0,0.3779527559055118,0.4488188976377952,0.7007874015748031,0.5275590551181102,0.1496062992125984,0.3779527559055118,0.3779527559055118,0.8031496062992126,0.8267716535433071,0.3622047244094488,0.3149606299212598,0.1102362204724409,0.0078740157480314,0
PRV53044,2.537313432835821,100.0,12.0,12.0,1541.4925373134329,13440,103280,457.0149253731343,4030,30620,67,0.493,2.567,0.955,1,0.075,73.0,49,1.3673469387755102,14460,215.82089552238807,2000,12,5.583333333333333,4,16.75,10,6.7,0.0,1,16,19,930,300140,4479.701492537313,84120,22428,334.74626865671644,5340,0.0,0.0,0.0,0.4029850746268656,0.6417910447761194,0.2238805970149253,0.1044776119402985,0.1940298507462686,0.4477611940298507,0.7313432835820896,0.746268656716418,0.2537313432835821,0.1641791044776119,0.0149253731343283,0.0,0
PRV57671,0.0,0.0,12.0,12.0,1000.0,3700,6000,371.6666666666667,1180,2230,6,0.333,1.0,0.5,1,0.167,73.0,6,1.0,730,121.66666666666669,500,1,6.0,1,6.0,1,6.0,0.0,1,5,1,90,3000,500.0,3000,1068,178.0,1068,0.0,0.0,0.0,0.5,0.8333333333333334,0.8333333333333334,0.1666666666666666,0.3333333333333333,0.1666666666666666,1.0,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.0,0.0,0
PRV57208,78.41441441441441,1068.0,11.867256637168142,11.902654867256636,2055.309734513274,18530,232250,559.29203539823,4330,63200,113,0.487,3.106,0.814,1,0.195,75.0,109,1.036697247706422,224580,1987.433628318584,86000,80,1.4125,25,4.52,39,2.8974358974358974,0.0884955752212389,10,54,34,999,752800,6661.946902654868,87000,71876,636.070796460177,14204,14.0,0.0,0.584070796460177,0.4247787610619469,0.6017699115044248,0.4601769911504424,0.1327433628318584,0.2566371681415929,0.3008849557522124,0.6548672566371682,0.7522123893805309,0.2920353982300885,0.2831858407079646,0.0884955752212389,0.0,0
PRV54725,1.293103448275862,70.0,12.0,11.948275862068966,2443.620689655173,27610,283460,687.9310344827586,8190,79800,116,0.397,3.034,0.871,1,0.147,76.0,112,1.0357142857142858,34700,299.13793103448273,3300,65,1.7846153846153847,22,5.2727272727272725,34,3.411764705882353,0.0,11,54,22,999,710050,6121.120689655172,120450,64080,552.4137931034483,5340,0.0,0.0,0.0,0.4396551724137931,0.5431034482758621,0.3793103448275862,0.1724137931034483,0.293103448275862,0.4827586206896552,0.6810344827586207,0.8448275862068966,0.2586206896551724,0.3706896551724138,0.1551724137931034,0.0,0
PRV52200,0.0,0.0,12.0,12.0,1570.0,1570,1570,640.0,640,640,1,0.0,1.0,1.0,1,0.0,84.0,1,1.0,40,40.0,40,1,1.0,0,-99.0,0,-99.0,0.0,1,10,1,410,4000,4000.0,4000,1068,1068.0,1068,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0
PRV52519,67.08,1068.0,12.0,12.0,3043.6,39790,304360,701.8,7530,70180,100,0.52,3.27,0.96,1,0.15,72.0,72,1.3888888888888888,137180,1371.8,27000,7,14.285714285714286,7,14.285714285714286,6,16.666666666666668,0.06,4,38,10,430,603310,6033.1,114300,117652,1176.52,9068,17.0,0.0,0.5,0.27,0.63,0.4,0.32,0.36,0.33,0.78,0.77,0.34,0.26,0.11,0.02,0
PRV54005,2.5,20.0,12.0,12.0,1292.5,3100,10340,433.75,1230,3470,8,0.125,3.5,0.75,1,0.125,75.0,8,1.0,1800,225.0,800,2,4.0,1,8.0,2,4.0,0.0,1,23,2,810,3000,375.0,3000,1068,133.5,1068,0.0,0.0,0.0,0.75,0.875,0.375,0.125,0.5,0.375,0.75,0.75,0.375,0.375,0.125,0.0,0
PRV52978,1068.0,1068.0,12.0,12.0,1848.0,3350,9240,692.0,1560,3460,5,0.6,9.0,0.8,1,0.2,70.0,5,1.0,59000,11800.0,23000,1,5.0,1,5.0,1,5.0,1.0,1,15,3,550,125140,25028.0,58000,8544,1708.8,3204,13.0,8.0,9.0,0.6,0.8,0.6,0.0,0.8,0.4,1.0,0.8,0.4,0.4,0.2,0.0,0
PRV53734,0.0,0.0,12.0,12.0,700.0,700,700,50.0,50,50,1,1.0,1.0,1.0,1,0.0,61.0,1,1.0,20,20.0,20,1,1.0,1,1.0,1,1.0,0.0,1,21,1,160,10800,10800.0,10800,1068,1068.0,1068,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
PRV55096,2.592592592592593,60.0,12.0,12.0,1583.3333333333333,5980,42750,401.4814814814815,2100,10840,27,0.481,1.444,0.778,1,0.111,73.0,26,1.0384615384615383,5350,198.14814814814807,1000,1,27.0,1,27.0,1,27.0,0.0,1,33,1,331,67740,2508.8888888888887,27000,9612,356.0,3204,0.0,0.0,0.0,0.1851851851851851,0.5555555555555556,0.2962962962962963,0.074074074074074,0.2592592592592592,0.1851851851851851,0.7407407407407407,0.7037037037037037,0.2962962962962963,0.3333333333333333,0.1481481481481481,0.037037037037037,0
PRV55188,22.18357487922705,1068.0,11.942028985507246,12.0,1706.425120772947,19140,353230,635.3140096618357,5110,131510,207,0.377,2.483,0.816,1,0.116,74.0,112,1.8482142857142856,73470,354.92753623188406,17000,23,9.0,15,13.8,20,10.35,0.0193236714975845,2,34,12,981,655720,3167.7294685990337,51180,70488,340.5217391304348,2136,7.0,0.0,0.0772946859903381,0.4541062801932367,0.6328502415458938,0.323671497584541,0.1690821256038647,0.2608695652173913,0.429951690821256,0.7004830917874396,0.7101449275362319,0.3140096618357488,0.3043478260869565,0.0628019323671497,0.0048309178743961,0
PRV55768,4.0625,100.0,12.0,12.0,2671.71875,27900,170990,614.0625,6900,39300,64,0.406,2.703,0.891,1,0.094,72.0,34,1.8823529411764703,24570,383.90625,3300,1,64.0,1,64.0,1,64.0,0.0,1,37,3,680,75180,1174.6875,10000,14952,233.625,2136,0.0,0.0,0.0,0.140625,0.59375,0.203125,0.203125,0.1875,0.25,0.609375,0.625,0.15625,0.15625,0.0,0.015625,0
